target_gene	probe_count	annotated_ensembl_isoform_count	matched_probe_count	unmatched_probe_count	hit_isoform_count	hit_isoforms	common_to_all_probes_count	common_to_all_probes	distinct_probe_isoform_sets	classification
SPARCL1	5	55	5	0	53	ENST00000282470.11,ENST00000418378.6,ENST00000434434.5,ENST00000503414.6,ENST00000509407.5,ENST00000512317.5,ENST00000535835.5,ENST00000541496.1,ENST00000880787.2,ENST00000880788.2,ENST00000880789.2,ENST00000880790.2,ENST00000880791.2,ENST00000880792.2,ENST00000880793.2,ENST00000880794.2,ENST00000880795.2,ENST00000880796.2,ENST00000880797.2,ENST00000880798.2,ENST00000880799.2,ENST00000880800.2,ENST00000880801.2,ENST00000880802.2,ENST00000880803.2,ENST00000946052.2,ENST00000946053.2,ENST00000946054.2,ENST00000946055.2,ENST00000946056.2,ENST00000946057.2,ENST00000946058.2,ENST00000946059.2,ENST00000946060.2,ENST00000946061.2,ENST00000946062.2,ENST00000946063.2,ENST00000946064.2,ENST00000946065.2,ENST00000976716.1,ENST00000976717.1,ENST00000976718.1,ENST00001018122.1,ENST00001018123.1,ENST00001018126.1,ENST00001018127.1,ENST00001018128.1,ENST00001018129.1,ENST00001106443.1,ENST00001106444.1,ENST00001112150.1,ENST00001112151.1,ENST00001138974.1	38	ENST00000282470.11,ENST00000418378.6,ENST00000503414.6,ENST00000880787.2,ENST00000880788.2,ENST00000880789.2,ENST00000880790.2,ENST00000880791.2,ENST00000880792.2,ENST00000880794.2,ENST00000880795.2,ENST00000880796.2,ENST00000880797.2,ENST00000880798.2,ENST00000880799.2,ENST00000880800.2,ENST00000880801.2,ENST00000880802.2,ENST00000880803.2,ENST00000946052.2,ENST00000946053.2,ENST00000946054.2,ENST00000946055.2,ENST00000946057.2,ENST00000946058.2,ENST00000946059.2,ENST00000946060.2,ENST00000946062.2,ENST00000946063.2,ENST00000946064.2,ENST00000946065.2,ENST00000976718.1,ENST00001018122.1,ENST00001018123.1,ENST00001018126.1,ENST00001018129.1,ENST00001106443.1,ENST00001138974.1	4	multiple_isoforms_differential_probe_coverage
SPINK1	5	4	4	1	4	ENST00000296695.10,ENST00000505722.1,ENST00000510027.3,ENST00001138392.1	0		4	incomplete_probe_mapping
SPOCK2	5	10	5	0	7	ENST00000317376.9,ENST00000373109.7,ENST00000412663.5,ENST00000483699.1,ENST00000495888.1,ENST00000885192.2,ENST00001141921.1	4	ENST00000317376.9,ENST00000373109.7,ENST00000885192.2,ENST00001141921.1	3	multiple_isoforms_differential_probe_coverage
SPP1	5	34	5	0	30	ENST00000237623.12,ENST00000360804.5,ENST00000395080.8,ENST00000508233.6,ENST00000509334.5,ENST00000509659.5,ENST00000513981.5,ENST00000614857.5,ENST00000681973.1,ENST00000682026.1,ENST00000682448.1,ENST00000682554.1,ENST00000682599.1,ENST00000682627.1,ENST00000682655.2,ENST00000682865.1,ENST00000683087.1,ENST00000683168.1,ENST00000683620.1,ENST00000684106.1,ENST00000684450.1,ENST00000684710.1,ENST00000882522.2,ENST00000882523.2,ENST00000882524.2,ENST00000882525.2,ENST00000920430.2,ENST00000942419.2,ENST00000942420.2,ENST00001140463.1	27	ENST00000237623.12,ENST00000360804.5,ENST00000395080.8,ENST00000508233.6,ENST00000509659.5,ENST00000614857.5,ENST00000681973.1,ENST00000682026.1,ENST00000682448.1,ENST00000682554.1,ENST00000682599.1,ENST00000682627.1,ENST00000682865.1,ENST00000683087.1,ENST00000683168.1,ENST00000683620.1,ENST00000684106.1,ENST00000684450.1,ENST00000684710.1,ENST00000882522.2,ENST00000882523.2,ENST00000882524.2,ENST00000882525.2,ENST00000920430.2,ENST00000942419.2,ENST00000942420.2,ENST00001140463.1	3	multiple_isoforms_differential_probe_coverage
SPRY2	5	21	5	0	21	ENST00000377102.6,ENST00000377104.4,ENST00000909616.2,ENST00000909617.2,ENST00000909618.2,ENST00000909619.2,ENST00000909620.2,ENST00000909621.1,ENST00000909622.2,ENST00000919040.2,ENST00000919041.2,ENST00000919042.2,ENST00000919043.2,ENST00000919044.2,ENST00000919045.2,ENST00000919046.2,ENST00000919047.2,ENST00000960175.2,ENST00000960176.2,ENST00000960177.2,ENST00001131659.1	21	ENST00000377102.6,ENST00000377104.4,ENST00000909616.2,ENST00000909617.2,ENST00000909618.2,ENST00000909619.2,ENST00000909620.2,ENST00000909621.1,ENST00000909622.2,ENST00000919040.2,ENST00000919041.2,ENST00000919042.2,ENST00000919043.2,ENST00000919044.2,ENST00000919045.2,ENST00000919046.2,ENST00000919047.2,ENST00000960175.2,ENST00000960176.2,ENST00000960177.2,ENST00001131659.1	1	multiple_isoforms_same_probe_coverage
SPRY4	5	14	5	0	12	ENST00000344120.5,ENST00000434127.3,ENST00000511815.1,ENST00000643792.1,ENST00000889413.1,ENST00000889414.2,ENST00000889415.2,ENST00000921737.2,ENST00000921738.2,ENST00000921739.2,ENST00000953727.2,ENST00001137254.1	11	ENST00000344120.5,ENST00000434127.3,ENST00000643792.1,ENST00000889413.1,ENST00000889414.2,ENST00000889415.2,ENST00000921737.2,ENST00000921738.2,ENST00000921739.2,ENST00000953727.2,ENST00001137254.1	2	multiple_isoforms_differential_probe_coverage
SQSTM1	5	41	5	0	36	ENST00000360718.5,ENST00000389805.9,ENST00000422245.5,ENST00000464493.5,ENST00000466342.1,ENST00000481335.5,ENST00000485412.1,ENST00000504627.1,ENST00000508284.5,ENST00000510187.6,ENST00000514093.5,ENST00000640444.2,ENST00000643389.2,ENST00000884698.1,ENST00000884699.2,ENST00000884700.2,ENST00000884701.2,ENST00000884702.2,ENST00000884703.2,ENST00000884704.2,ENST00000884705.2,ENST00000951526.2,ENST00000951527.2,ENST00000999899.1,ENST00000999901.1,ENST00000999902.1,ENST00000999903.1,ENST00000999904.1,ENST00000999905.1,ENST00000999906.1,ENST00001013489.1,ENST00001013490.1,ENST00001013492.1,ENST00001013493.1,ENST00001123123.1,ENST00001132172.1	19	ENST00000360718.5,ENST00000389805.9,ENST00000640444.2,ENST00000643389.2,ENST00000884698.1,ENST00000884700.2,ENST00000951526.2,ENST00000999899.1,ENST00000999901.1,ENST00000999902.1,ENST00000999903.1,ENST00000999904.1,ENST00000999905.1,ENST00000999906.1,ENST00001013489.1,ENST00001013490.1,ENST00001013492.1,ENST00001123123.1,ENST00001132172.1	5	multiple_isoforms_differential_probe_coverage
SRC	5	47	5	0	41	ENST00000358208.10,ENST00000373558.3,ENST00000373567.7,ENST00000373578.7,ENST00000472968.1,ENST00000477066.5,ENST00000489153.1,ENST00000493775.1,ENST00000692112.2,ENST00000692423.2,ENST00000693012.2,ENST00000709392.1,ENST00000709393.1,ENST00000709394.1,ENST00000709395.1,ENST00000709396.1,ENST00000709397.1,ENST00000709398.1,ENST00000709399.1,ENST00000709400.1,ENST00000709401.1,ENST00000709404.1,ENST00000876226.2,ENST00000876227.2,ENST00000876228.2,ENST00000876229.2,ENST00000876230.2,ENST00000876231.2,ENST00000876232.2,ENST00000876233.2,ENST00000876234.2,ENST00000876235.2,ENST00000876236.2,ENST00000876237.2,ENST00000921683.2,ENST00000921684.2,ENST00000950593.2,ENST00001018779.1,ENST00001058973.1,ENST00001058974.1,ENST00001133018.1	30	ENST00000358208.10,ENST00000373558.3,ENST00000373567.7,ENST00000373578.7,ENST00000692112.2,ENST00000692423.2,ENST00000709392.1,ENST00000709394.1,ENST00000709395.1,ENST00000709396.1,ENST00000709397.1,ENST00000709398.1,ENST00000876226.2,ENST00000876227.2,ENST00000876228.2,ENST00000876229.2,ENST00000876230.2,ENST00000876231.2,ENST00000876232.2,ENST00000876233.2,ENST00000876234.2,ENST00000876235.2,ENST00000876236.2,ENST00000876237.2,ENST00000921683.2,ENST00000921684.2,ENST00000950593.2,ENST00001058973.1,ENST00001058974.1,ENST00001133018.1	4	multiple_isoforms_differential_probe_coverage
SREBF1	5	37	5	0	30	ENST00000261646.11,ENST00000355815.9,ENST00000395751.8,ENST00000395756.5,ENST00000395757.7,ENST00000447641.5,ENST00000469356.3,ENST00000470247.1,ENST00000471445.5,ENST00000478616.1,ENST00000486311.5,ENST00000487401.1,ENST00000490796.1,ENST00000580540.1,ENST00000581707.1,ENST00000583080.1,ENST00000662439.1,ENST00000892469.2,ENST00000892472.2,ENST00000892473.2,ENST00000892475.2,ENST00000892477.2,ENST00000892480.2,ENST00000918821.2,ENST00000918822.2,ENST00000918823.2,ENST00001043382.1,ENST00001043383.1,ENST00001063162.1,ENST00001134604.1	16	ENST00000261646.11,ENST00000355815.9,ENST00000395751.8,ENST00000395756.5,ENST00000395757.7,ENST00000662439.1,ENST00000892469.2,ENST00000892472.2,ENST00000892473.2,ENST00000892475.2,ENST00000892477.2,ENST00000892480.2,ENST00000918821.2,ENST00001043382.1,ENST00001043383.1,ENST00001134604.1	5	multiple_isoforms_differential_probe_coverage
SRGN	5	9	5	0	9	ENST00000242465.4,ENST00000462445.1,ENST00000718456.2,ENST00001092464.1,ENST00001092465.1,ENST00001092466.1,ENST00001092467.1,ENST00001092468.1,ENST00001131361.1	7	ENST00000242465.4,ENST00000718456.2,ENST00001092464.1,ENST00001092465.1,ENST00001092466.1,ENST00001092467.1,ENST00001092468.1	3	multiple_isoforms_differential_probe_coverage
SST	5	2	5	0	2	ENST00000287641.4,ENST00001143369.1	2	ENST00000287641.4,ENST00001143369.1	1	multiple_isoforms_same_probe_coverage
ST6GAL1	5	76	5	0	62	ENST00000169298.8,ENST00000416235.7,ENST00000427315.5,ENST00000442023.1,ENST00000448044.6,ENST00000448449.1,ENST00000457772.7,ENST00000470633.1,ENST00000676633.2,ENST00000677292.2,ENST00000879710.1,ENST00000879711.2,ENST00000879712.2,ENST00000879713.2,ENST00000879714.2,ENST00000879715.2,ENST00000879716.2,ENST00000879717.2,ENST00000879718.2,ENST00000879719.2,ENST00000879720.2,ENST00000879721.2,ENST00000879722.2,ENST00000879723.2,ENST00000879724.2,ENST00000879725.2,ENST00000879726.2,ENST00000879727.2,ENST00000879728.2,ENST00000879729.2,ENST00000879730.2,ENST00000879731.2,ENST00000879732.2,ENST00000879733.2,ENST00000879734.2,ENST00000879735.2,ENST00000879736.2,ENST00000879737.2,ENST00000912779.2,ENST00000912780.2,ENST00000912781.2,ENST00000912782.2,ENST00000912783.2,ENST00000912784.2,ENST00000912785.2,ENST00000912786.2,ENST00000955782.2,ENST00000955783.2,ENST00000955784.2,ENST00000955785.2,ENST00000955786.2,ENST00000955787.2,ENST00000955788.2,ENST00000955789.2,ENST00000955790.2,ENST00000955791.2,ENST00000955792.2,ENST00000976962.1,ENST00000976963.1,ENST00001058759.1,ENST00001058760.1,ENST00001142918.1	59	ENST00000169298.8,ENST00000416235.7,ENST00000448044.6,ENST00000448449.1,ENST00000457772.7,ENST00000470633.1,ENST00000676633.2,ENST00000677292.2,ENST00000879710.1,ENST00000879711.2,ENST00000879712.2,ENST00000879713.2,ENST00000879714.2,ENST00000879715.2,ENST00000879716.2,ENST00000879717.2,ENST00000879718.2,ENST00000879719.2,ENST00000879720.2,ENST00000879721.2,ENST00000879722.2,ENST00000879723.2,ENST00000879724.2,ENST00000879725.2,ENST00000879726.2,ENST00000879727.2,ENST00000879728.2,ENST00000879729.2,ENST00000879730.2,ENST00000879731.2,ENST00000879732.2,ENST00000879733.2,ENST00000879734.2,ENST00000879735.2,ENST00000879736.2,ENST00000879737.2,ENST00000912779.2,ENST00000912780.2,ENST00000912781.2,ENST00000912782.2,ENST00000912783.2,ENST00000912784.2,ENST00000912785.2,ENST00000912786.2,ENST00000955782.2,ENST00000955783.2,ENST00000955784.2,ENST00000955786.2,ENST00000955787.2,ENST00000955788.2,ENST00000955789.2,ENST00000955790.2,ENST00000955791.2,ENST00000955792.2,ENST00000976962.1,ENST00000976963.1,ENST00001058759.1,ENST00001058760.1,ENST00001142918.1	4	multiple_isoforms_differential_probe_coverage
ST6GALNAC3	5	3	5	0	3	ENST00000328299.4,ENST00000464140.1,ENST00001140567.1	2	ENST00000328299.4,ENST00001140567.1	2	multiple_isoforms_differential_probe_coverage
STAT1	5	68	5	0	68	ENST00000361099.8,ENST00000392322.8,ENST00000392323.6,ENST00000409465.6,ENST00000415035.2,ENST00000423282.2,ENST00000424722.6,ENST00000432058.1,ENST00000452281.6,ENST00000454414.5,ENST00000464072.1,ENST00000540176.6,ENST00000673638.1,ENST00000673734.1,ENST00000673762.1,ENST00000673777.1,ENST00000673816.2,ENST00000673832.1,ENST00000673841.1,ENST00000673847.2,ENST00000673858.1,ENST00000673859.1,ENST00000673863.1,ENST00000673885.1,ENST00000673942.2,ENST00000673952.2,ENST00000674028.1,ENST00000674080.1,ENST00000674081.1,ENST00000674153.1,ENST00000698141.1,ENST00000698142.2,ENST00000698143.1,ENST00000698144.1,ENST00000698145.2,ENST00000698146.1,ENST00000698147.1,ENST00000698148.1,ENST00000698149.1,ENST00000698150.1,ENST00000698151.1,ENST00000856926.2,ENST00000856927.2,ENST00000856928.2,ENST00000922629.2,ENST00000950377.2,ENST00000950378.1,ENST00000950379.2,ENST00000950380.2,ENST00000950381.2,ENST00000996913.1,ENST00000996914.1,ENST00000996916.1,ENST00000996917.1,ENST00000996918.1,ENST00000996919.1,ENST00001036710.1,ENST00001036711.1,ENST00001036713.1,ENST00001036714.1,ENST00001036715.1,ENST00001036716.1,ENST00001036718.1,ENST00001036719.1,ENST00001036720.1,ENST00001109845.1,ENST00001112429.1,ENST00001145300.1	53	ENST00000361099.8,ENST00000392322.8,ENST00000392323.6,ENST00000409465.6,ENST00000415035.2,ENST00000452281.6,ENST00000540176.6,ENST00000673734.1,ENST00000673777.1,ENST00000673816.2,ENST00000673841.1,ENST00000673847.2,ENST00000673858.1,ENST00000673885.1,ENST00000673942.2,ENST00000673952.2,ENST00000674080.1,ENST00000674081.1,ENST00000674153.1,ENST00000698141.1,ENST00000698142.2,ENST00000698143.1,ENST00000698144.1,ENST00000698146.1,ENST00000698147.1,ENST00000698148.1,ENST00000698149.1,ENST00000856926.2,ENST00000856927.2,ENST00000856928.2,ENST00000922629.2,ENST00000950377.2,ENST00000950378.1,ENST00000950379.2,ENST00000950380.2,ENST00000950381.2,ENST00000996913.1,ENST00000996914.1,ENST00000996916.1,ENST00000996917.1,ENST00000996918.1,ENST00000996919.1,ENST00001036710.1,ENST00001036711.1,ENST00001036713.1,ENST00001036714.1,ENST00001036715.1,ENST00001036716.1,ENST00001036718.1,ENST00001036719.1,ENST00001036720.1,ENST00001112429.1,ENST00001145300.1	5	multiple_isoforms_differential_probe_coverage
STAT3	5	125	5	0	121	ENST00000264657.10,ENST00000389272.8,ENST00000404395.4,ENST00000462269.1,ENST00000462286.3,ENST00000491272.2,ENST00000585360.1,ENST00000585517.6,ENST00000588969.6,ENST00000676636.1,ENST00000677002.1,ENST00000677030.2,ENST00000677152.2,ENST00000677270.1,ENST00000677271.1,ENST00000677308.1,ENST00000677346.1,ENST00000677421.2,ENST00000677442.2,ENST00000677479.2,ENST00000677500.1,ENST00000677603.2,ENST00000677723.2,ENST00000677763.1,ENST00000677820.1,ENST00000678043.2,ENST00000678048.2,ENST00000678108.1,ENST00000678445.1,ENST00000678529.1,ENST00000678535.2,ENST00000678572.2,ENST00000678659.1,ENST00000678674.2,ENST00000678764.1,ENST00000678792.2,ENST00000678827.2,ENST00000678905.2,ENST00000678906.2,ENST00000678913.2,ENST00000678960.2,ENST00000679014.2,ENST00000679166.2,ENST00000679185.2,ENST00000679231.1,ENST00000715205.2,ENST00000858552.2,ENST00000858553.2,ENST00000858554.2,ENST00000858555.2,ENST00000858556.2,ENST00000858557.2,ENST00000858558.2,ENST00000858559.2,ENST00000858560.2,ENST00000858561.2,ENST00000858562.2,ENST00000922763.2,ENST00000922764.2,ENST00000922765.2,ENST00000922766.2,ENST00000922767.2,ENST00000922768.2,ENST00000922769.2,ENST00000922770.2,ENST00000943782.2,ENST00000943783.2,ENST00000943784.2,ENST00000943785.2,ENST00000943786.2,ENST00000943787.2,ENST00000943788.2,ENST00000943789.2,ENST00000943790.2,ENST00000943791.2,ENST00000943792.2,ENST00000943793.2,ENST00000943794.2,ENST00000943795.2,ENST00000943796.2,ENST00000943797.2,ENST00000943798.2,ENST00000943799.2,ENST00000943800.2,ENST00000943801.2,ENST00000943802.2,ENST00000943803.2,ENST00000943804.2,ENST00000943805.2,ENST00000977992.1,ENST00000977993.1,ENST00000977996.1,ENST00000977997.1,ENST00001052186.1,ENST00001052191.1,ENST00001052193.1,ENST00001052194.1,ENST00001052196.1,ENST00001052199.1,ENST00001052202.1,ENST00001052203.1,ENST00001052204.1,ENST00001052205.1,ENST00001052206.1,ENST00001052207.1,ENST00001052209.1,ENST00001052211.1,ENST00001052217.1,ENST00001052218.1,ENST00001052219.1,ENST00001073713.1,ENST00001073714.1,ENST00001073715.1,ENST00001073716.1,ENST00001108151.1,ENST00001108152.1,ENST00001108153.1,ENST00001108154.1,ENST00001114975.1,ENST00001114976.1,ENST00001134369.1	100	ENST00000264657.10,ENST00000404395.4,ENST00000585517.6,ENST00000588969.6,ENST00000676636.1,ENST00000677002.1,ENST00000677030.2,ENST00000677152.2,ENST00000677271.1,ENST00000677308.1,ENST00000677421.2,ENST00000677442.2,ENST00000677479.2,ENST00000677603.2,ENST00000677723.2,ENST00000677763.1,ENST00000677820.1,ENST00000678043.2,ENST00000678048.2,ENST00000678445.1,ENST00000678535.2,ENST00000678572.2,ENST00000678674.2,ENST00000678764.1,ENST00000678792.2,ENST00000678827.2,ENST00000678905.2,ENST00000678906.2,ENST00000678913.2,ENST00000678960.2,ENST00000679014.2,ENST00000679166.2,ENST00000679185.2,ENST00000715205.2,ENST00000858552.2,ENST00000858553.2,ENST00000858554.2,ENST00000858555.2,ENST00000858556.2,ENST00000858557.2,ENST00000858558.2,ENST00000858559.2,ENST00000858560.2,ENST00000858561.2,ENST00000858562.2,ENST00000922763.2,ENST00000922764.2,ENST00000922765.2,ENST00000922766.2,ENST00000922767.2,ENST00000922768.2,ENST00000922769.2,ENST00000922770.2,ENST00000943782.2,ENST00000943783.2,ENST00000943784.2,ENST00000943785.2,ENST00000943786.2,ENST00000943787.2,ENST00000943788.2,ENST00000943789.2,ENST00000943790.2,ENST00000943791.2,ENST00000943792.2,ENST00000943793.2,ENST00000943794.2,ENST00000943795.2,ENST00000943796.2,ENST00000943797.2,ENST00000943798.2,ENST00000943799.2,ENST00000943800.2,ENST00000943801.2,ENST00000943802.2,ENST00000943803.2,ENST00000943804.2,ENST00000977992.1,ENST00000977993.1,ENST00001052186.1,ENST00001052191.1,ENST00001052193.1,ENST00001052194.1,ENST00001052196.1,ENST00001052199.1,ENST00001052203.1,ENST00001052204.1,ENST00001052206.1,ENST00001052207.1,ENST00001052209.1,ENST00001052211.1,ENST00001052217.1,ENST00001052218.1,ENST00001073713.1,ENST00001073714.1,ENST00001073715.1,ENST00001073716.1,ENST00001108151.1,ENST00001114975.1,ENST00001114976.1,ENST00001134369.1	5	multiple_isoforms_differential_probe_coverage
STAT4	5	28	5	0	24	ENST00000358470.9,ENST00000392320.7,ENST00000409995.5,ENST00000413064.7,ENST00000432798.3,ENST00000450994.3,ENST00000470708.1,ENST00000495326.1,ENST00000495849.5,ENST00000647167.1,ENST00000714286.1,ENST00000714287.2,ENST00000960212.2,ENST00000960213.1,ENST00000960214.2,ENST00000960215.2,ENST00000960216.2,ENST00000960217.2,ENST00000960218.2,ENST00000999200.1,ENST00001049366.1,ENST00001049367.1,ENST00001102107.1,ENST00001145365.1	18	ENST00000358470.9,ENST00000392320.7,ENST00000413064.7,ENST00000432798.3,ENST00000450994.3,ENST00000495849.5,ENST00000714286.1,ENST00000714287.2,ENST00000960212.2,ENST00000960213.1,ENST00000960214.2,ENST00000960215.2,ENST00000960216.2,ENST00000960217.2,ENST00000960218.2,ENST00001049366.1,ENST00001049367.1,ENST00001145365.1	4	multiple_isoforms_differential_probe_coverage
STAT5A	5	39	5	0	39	ENST00000345506.8,ENST00000468096.5,ENST00000469124.1,ENST00000479417.1,ENST00000546010.7,ENST00000587646.2,ENST00000588868.6,ENST00000590726.7,ENST00000590949.6,ENST00000591556.1,ENST00000676585.2,ENST00000676631.2,ENST00000677301.1,ENST00000677893.2,ENST00000678903.2,ENST00000879661.2,ENST00000879662.2,ENST00000946350.2,ENST00000946351.2,ENST00000946352.2,ENST00000946353.2,ENST00000946354.2,ENST00000946355.2,ENST00000946356.2,ENST00000946357.2,ENST00000946358.2,ENST00000946359.2,ENST00001052760.1,ENST00001052761.1,ENST00001052762.1,ENST00001052763.1,ENST00001052764.1,ENST00001052765.1,ENST00001052766.1,ENST00001052767.1,ENST00001052768.1,ENST00001052769.1,ENST00001127052.1,ENST00001134695.1	31	ENST00000345506.8,ENST00000546010.7,ENST00000588868.6,ENST00000590949.6,ENST00000676585.2,ENST00000676631.2,ENST00000677301.1,ENST00000677893.2,ENST00000678903.2,ENST00000879661.2,ENST00000879662.2,ENST00000946350.2,ENST00000946352.2,ENST00000946353.2,ENST00000946354.2,ENST00000946355.2,ENST00000946357.2,ENST00000946358.2,ENST00000946359.2,ENST00001052760.1,ENST00001052761.1,ENST00001052762.1,ENST00001052763.1,ENST00001052764.1,ENST00001052765.1,ENST00001052766.1,ENST00001052767.1,ENST00001052768.1,ENST00001052769.1,ENST00001127052.1,ENST00001134695.1	5	multiple_isoforms_differential_probe_coverage
STAT5B	5	52	5	0	52	ENST00000293328.8,ENST00000415845.3,ENST00000468312.1,ENST00000468496.5,ENST00000481253.2,ENST00000481517.1,ENST00000498674.2,ENST00000698774.1,ENST00000698775.1,ENST00000698776.2,ENST00000698777.1,ENST00000698778.2,ENST00000698779.2,ENST00000698801.1,ENST00000698802.1,ENST00000698803.1,ENST00000698804.1,ENST00000698805.1,ENST00000698806.1,ENST00000698807.1,ENST00000698808.2,ENST00000698809.2,ENST00000698810.1,ENST00000698811.1,ENST00000698812.1,ENST00000698813.1,ENST00000698814.1,ENST00000698815.1,ENST00000698816.1,ENST00000698817.1,ENST00000903577.2,ENST00000903578.2,ENST00000903579.2,ENST00000914413.2,ENST00000914414.2,ENST00000914415.2,ENST00000914416.2,ENST00000914417.2,ENST00000951701.2,ENST00000951702.2,ENST00000951703.2,ENST00000951704.2,ENST00000951705.2,ENST00000951706.2,ENST00000951707.2,ENST00001053057.1,ENST00001053058.1,ENST00001053059.1,ENST00001053060.1,ENST00001053061.1,ENST00001109851.1,ENST00001136521.1	37	ENST00000293328.8,ENST00000415845.3,ENST00000698774.1,ENST00000698775.1,ENST00000698776.2,ENST00000698777.1,ENST00000698778.2,ENST00000698779.2,ENST00000698802.1,ENST00000698803.1,ENST00000698804.1,ENST00000698805.1,ENST00000698806.1,ENST00000698807.1,ENST00000698808.2,ENST00000698809.2,ENST00000698810.1,ENST00000698813.1,ENST00000903577.2,ENST00000903578.2,ENST00000903579.2,ENST00000914413.2,ENST00000914414.2,ENST00000914415.2,ENST00000914417.2,ENST00000951701.2,ENST00000951702.2,ENST00000951703.2,ENST00000951705.2,ENST00000951706.2,ENST00000951707.2,ENST00001053057.1,ENST00001053058.1,ENST00001053059.1,ENST00001053060.1,ENST00001053061.1,ENST00001136521.1	5	multiple_isoforms_differential_probe_coverage
STAT6	5	57	5	0	56	ENST00000300134.8,ENST00000454075.8,ENST00000537215.7,ENST00000538913.7,ENST00000543873.7,ENST00000553275.3,ENST00000553397.7,ENST00000553499.7,ENST00000553533.3,ENST00000554202.1,ENST00000554764.6,ENST00000555222.5,ENST00000555318.2,ENST00000555375.5,ENST00000555641.1,ENST00000555849.7,ENST00000556155.6,ENST00000556259.7,ENST00000557563.5,ENST00000557635.7,ENST00000557781.5,ENST00000640254.2,ENST00000651176.1,ENST00000714370.1,ENST00000714371.2,ENST00000714372.1,ENST00000714373.2,ENST00000714374.2,ENST00000861685.2,ENST00000861686.2,ENST00000861687.2,ENST00000861688.2,ENST00000861689.2,ENST00000861690.2,ENST00000861691.2,ENST00000920257.2,ENST00000920258.2,ENST00000920259.2,ENST00000953180.2,ENST00000953181.2,ENST00000953182.2,ENST00000953183.2,ENST00000953184.2,ENST00000953185.2,ENST00000953186.2,ENST00000953187.2,ENST00000982373.1,ENST00000982379.1,ENST00000982381.1,ENST00001028955.1,ENST00001028956.1,ENST00001028957.1,ENST00001028958.1,ENST00001089992.1,ENST00001089993.1,ENST00001143493.1	45	ENST00000300134.8,ENST00000454075.8,ENST00000537215.7,ENST00000538913.7,ENST00000543873.7,ENST00000553275.3,ENST00000553397.7,ENST00000553499.7,ENST00000553533.3,ENST00000554764.6,ENST00000555318.2,ENST00000555849.7,ENST00000556155.6,ENST00000556259.7,ENST00000557635.7,ENST00000651176.1,ENST00000714370.1,ENST00000714371.2,ENST00000714372.1,ENST00000714373.2,ENST00000714374.2,ENST00000861685.2,ENST00000861686.2,ENST00000861687.2,ENST00000861688.2,ENST00000861690.2,ENST00000861691.2,ENST00000920257.2,ENST00000920259.2,ENST00000953180.2,ENST00000953181.2,ENST00000953182.2,ENST00000953183.2,ENST00000953186.2,ENST00000953187.2,ENST00000982373.1,ENST00000982379.1,ENST00000982381.1,ENST00001028955.1,ENST00001028956.1,ENST00001028957.1,ENST00001028958.1,ENST00001089992.1,ENST00001089993.1,ENST00001143493.1	5	multiple_isoforms_differential_probe_coverage
